Disease	Code
Non-Keratinizing Squamous Cell Lung Carcinoma	C136714
Lung Nonkeratinizing Squamous Cell Carcinoma	C136714
Lung Non-Small Cell Squamous Carcinoma	C133254
Non-Small Cell Squamous Lung Carcinoma	C133254
Non-Small Cell Squamous Lung Cancer	C133254
Squamous Non-Small Cell Lung Carcinoma	C133254
Squamous Cell Lung Carcinoma, Basaloid Variant	C45507
Lung Basaloid Squamous Cell Carcinoma	C45507
Basaloid Squamous Cell Lung Carcinoma	C45507
Recurrent Squamous Cell Carcinoma of Lung	C5014
Recurrent Lung Squamous Cell Carcinoma	C5014
Recurrent Squamous Cell Lung Carcinoma	C5014
Recurrent Squamous Cell Carcinoma of the Lung	C5014
Metastatic Lung Squamous Cell Carcinoma	C156092
Refractory Lung Squamous Cell Carcinoma	C173331
Squamous Cell Lung Carcinoma In Situ	C136719
Lung Squamous Cell Carcinoma In Situ	C136719
LUSC-CIS	C136719
Occult Lung Squamous Cell Carcinoma	C6686
Occult Squamous Cell Carcinoma of the Lung	C6686
Occult Squamous Cell Carcinoma of Lung	C6686
Occult Squamous Cell Lung Carcinoma	C6686
Resectable Lung Squamous Cell Carcinoma	C190953
HPV-Independent Vulvar Squamous Cell Carcinoma	C181903
Human Papillomavirus-Independent Vulvar Squamous Cell Carcinoma	C181903
Vulvar Squamous Cell Carcinoma, Not Otherwise Specified	C181902
Vulvar Squamous Cell Carcinoma, NOS	C181902
Vulvar Keratinizing Squamous Cell Carcinoma	C40284
Vulvar Non-Keratinizing Squamous Cell Carcinoma	C40285
Verrucous Carcinoma of Vulva	C6383
Verrucous Carcinoma of the Vulva	C6383
Vulvar Verrucous Carcinoma	C6383
Metastatic Vulvar Squamous Cell Carcinoma	C174201
Bartholin Gland Squamous Cell Carcinoma	C40293
Bartholin's Gland Squamous Cell Carcinoma	C40293
Vulvar Keratoacanthoma	C128167
Refractory Vulvar Squamous Cell Carcinoma	C185304
Unresectable Vulvar Squamous Cell Carcinoma	C174199
Recurrent Vulvar Squamous Cell Carcinoma	C174200
Vulvar Squamous Cell Carcinoma with Tumor Giant Cells	C40289
HPV-Related Vulvar Squamous Cell Carcinoma	C27679
Human Papilloma Virus Related Vulvar Squamous Cell Carcinoma	C27679
Human Papillomavirus-Related Vulvar Squamous Cell Carcinoma	C27679
Human Papilloma Virus-Related Vulvar Squamous Cell Carcinoma	C27679
Vulvar Basaloid Squamous Cell Carcinoma	C40286
Vulvar Basaloid Carcinoma	C40286
Microinvasive Cervical Squamous Cell Carcinoma	C36094
Early Invasive Cervical Squamous Cell Carcinoma	C36094
Cervical Basaloid Carcinoma	C40189
Cervical Basaloid Squamous Cell Carcinoma	C40189
Cervical Verrucous Carcinoma	C40190
Squamous Cell Carcinoma In Situ of the Uterine Cervix	C7347
Squamous Cell Carcinoma In Situ of Cervix Uteri	C7347
Squamous Cell Carcinoma In Situ of Uterine Cervix	C7347
Squamous Cell Carcinoma In Situ of Cervix	C7347
Cervix Squamous Cell Carcinoma In Situ	C7347
Severe Squamous Dysplasia of the Cervix	C7347
Cervical Squamous Cell Carcinoma In Situ	C7347
Cervix Uteri Squamous Cell Carcinoma In Situ	C7347
Uterine Cervix Squamous Cell Carcinoma In Situ	C7347
Squamous Cell Carcinoma In Situ of the Cervix Uteri	C7347
Cervical Squamous Cell Carcinoma In Situ AJCC v7	C7347
Cervical Squamous Intraepithelial Neoplasia 3	C7347
Squamous Cell Carcinoma In Situ of the Cervix	C7347
cervical squamous intraepithelial neoplasia 3	C7347
CIN 3	C7347
Cervical Squamous Cell Carcinoma, Not Otherwise Specified	C180839
Cervical Squamous Cell Carcinoma, NOS	C180839
Metastatic Cervical Squamous Cell Carcinoma	C153388
Unresectable Cervical Squamous Cell Carcinoma	C174025
Relapsed Cervical Squamous Cell Carcinoma	C136649
Recurrent Cervical Squamous Cell Carcinoma	C136649
Recurrent Cervical Squamous Cell Cancer	C136649
Cervical Lymphoepithelioma-Like Carcinoma	C40193
Cervical Nonkeratinizing Squamous Cell Carcinoma	C40188
Cervical Non-Keratinizing Squamous Cell Carcinoma	C40188
Squamous Cell Carcinoma, Non-Keratinizing	C40188
Human Papillomavirus-Independent Cervical Squamous Cell Carcinoma	C180841
HPV-Independent Cervical Squamous Cell Carcinoma	C180841
Squamous Cell Carcinoma, Keratinizing	C40187
Cervical Keratinizing Squamous Cell Carcinoma	C40187
HPVA Cervical Squamous Cell Carcinoma	C27676
HPV-Related Cervical Squamous Cell Carcinoma	C27676
Human Papilloma Virus-Related Cervical Squamous Cell Carcinoma	C27676
HPV-Associated Cervical Squamous Cell Carcinoma	C27676
Human Papillomavirus-Associated Cervical Squamous Cell Carcinoma	C27676
Human Papilloma Virus Related Cervical Squamous Cell Carcinoma	C27676
Human Papillomavirus-Related Cervical Squamous Cell Carcinoma	C27676
Refractory Cervical Squamous Cell Carcinoma	C181034
Laryngeal Acantholytic Squamous Cell Carcinoma	C54337
Pseudoglandular Carcinoma of the Penis	C159246
Penile Pseudoglandular Carcinoma	C159246
Gastric Cardia Squamous Cell Carcinoma	C150034
Conjunctival Spindle Cell Carcinoma	C174398
Conjunctival Keratoacanthoma	C174390
Human Papillomavirus-Related Neck Squamous Cell Carcinoma of Unknown Primary	C187051
Human Papillomavirus-Related Head and Neck Squamous Cell Carcinoma of Unknown Primary	C187051
Human Papillomavirus-Positive Head and Neck Squamous Cell Carcinoma of Unknown Primary	C187051
Human Papillomavirus-Positive Neck Squamous Cell Carcinoma of Unknown Primary	C187051
HPV-Associated Mucosal Head and Neck Squamous Cell Carcinoma	C171023
Human Papillomavirus-Related Mucosal Head and Neck Squamous Cell Carcinoma	C171023
Human Papillomavirus-Associated Mucosal Head and Neck Squamous Cell Carcinoma	C171023
HPV-Related Mucosal Head and Neck Squamous Cell Carcinoma	C171023
Human Papillomavirus (HPV)-Related Esophageal Squamous Cell Cancer	C27680
Human Papilloma Virus-Related Esophageal Squamous Cell Carcinoma	C27680
HPV-Related Esophageal Squamous Cell Carcinoma	C27680
Human Papilloma Virus Related Esophageal Squamous Cell Carcinoma	C27680
Human Papillomavirus-Related Esophageal Squamous Cell Carcinoma	C27680
Human Papillomavirus-Related Urethral Squamous Cell Carcinoma	C39862
Human Papilloma Virus-Related Urethral Squamous Cell Carcinoma	C39862
HPV-Related Vulvar Squamous Cell Carcinoma	C27679
Human Papilloma Virus Related Vulvar Squamous Cell Carcinoma	C27679
Human Papillomavirus-Related Vulvar Squamous Cell Carcinoma	C27679
Human Papilloma Virus-Related Vulvar Squamous Cell Carcinoma	C27679
Human Papilloma Virus-Related Anal Squamous Cell Carcinoma	C27681
Human Papilloma Virus Related Anal Squamous Cell Carcinoma	C27681
Human Papillomavirus-Related Anal Squamous Cell Carcinoma	C27681
HPV-Related Anal Squamous Cell Carcinoma	C27681
HPVA Cervical Squamous Cell Carcinoma	C27676
HPV-Related Cervical Squamous Cell Carcinoma	C27676
Human Papilloma Virus-Related Cervical Squamous Cell Carcinoma	C27676
HPV-Associated Cervical Squamous Cell Carcinoma	C27676
Human Papillomavirus-Associated Cervical Squamous Cell Carcinoma	C27676
Human Papilloma Virus Related Cervical Squamous Cell Carcinoma	C27676
Human Papillomavirus-Related Cervical Squamous Cell Carcinoma	C27676
Human Papillomavirus-Associated Vaginal Squamous Cell Carcinoma	C180917
Human Papillomavirus-Related Vaginal Squamous Cell Carcinoma	C180917
HPV-Related Penile Squamous Cell Carcinoma	C27682
Penile Human Papillomavirus-Related Squamous Cell Carcinoma	C27682
Human Papillomavirus-Related Penile Squamous Cell Carcinoma	C27682
Penile Human Papillomavirus-Associated Squamous Cell Carcinoma	C27682
Human Papillomavirus-Related Squamous Cell Carcinoma of the Penis	C27682
Penile HPV-Associated Squamous Cell Carcinoma	C27682
Human Papilloma Virus-Related Penile Squamous Cell Carcinoma	C27682
Human Papilloma Virus Related Penile Squamous Cell Carcinoma	C27682
Human Papilloma Virus-Related Verrucous Carcinoma	C27678
Human Papillomavirus-Related Verrucous Carcinoma	C27678
Human Papilloma Virus Related Verrucous Carcinoma	C27678
HPV-Related Verrucous Carcinoma	C27678
Penile Squamous Cell Carcinoma, NOS	C192222
Penile Squamous Cell Carcinoma, Not Otherwise Specified	C192222
Penile SCC-NOS	C192222
Penile Carcinoma In Situ AJCC v7	C27790
Queyrat's Erythroplasia	C27790
Carcinoma in situ of penis	C27790
Bowen Disease of the Penis	C27790
Bowen's Disease of the Penis	C27790
Erythroplasia of Queyrat	C27790
Grade III Squamous Intraepithelial Lesion of the Penis	C27790
Carcinoma in situ of the Penis	C27790
Queyrat Erythroplasia	C27790
Grade III Penile Intraepithelial Neoplasia	C27790
Bowen's Disease of Penis	C27790
Penile Carcinoma In Situ	C27790
Queyrat erythroplasia	C27790
Grade III Squamous Intraepithelial Lesion of Penis	C27790
stage 0 penile carcinoma in situ	C27790
Carcinoma in situ of Penis	C27790
Metastatic Penile Squamous Cell Carcinoma	C182111
Metastatic Squamous Cell Carcinoma of the Penis	C182111
Penile Human Papillomavirus-Independent Squamous Cell Carcinoma	C159244
Penile HPV-Independent Squamous Cell Carcinoma	C159244
Unresectable Penile Squamous Cell Carcinoma	C201838
HPV-Related Penile Squamous Cell Carcinoma	C27682
Penile Human Papillomavirus-Related Squamous Cell Carcinoma	C27682
Human Papillomavirus-Related Penile Squamous Cell Carcinoma	C27682
Penile Human Papillomavirus-Associated Squamous Cell Carcinoma	C27682
Human Papillomavirus-Related Squamous Cell Carcinoma of the Penis	C27682
Penile HPV-Associated Squamous Cell Carcinoma	C27682
Human Papilloma Virus-Related Penile Squamous Cell Carcinoma	C27682
Human Papilloma Virus Related Penile Squamous Cell Carcinoma	C27682
Penile Mixed Squamous Cell Carcinoma	C39959
Mixed Squamous Cell Carcinoma of the Penis	C39959
Refractory Ovarian Squamous Cell Carcinoma	C179207
Basaloid Carcinoma of Anus	C8256
Basaloid Carcinoma of the Anus	C8256
Anal Basaloid Squamous Cell Carcinoma	C8256
Anal Basaloid Carcinoma	C8256
Metastatic Anal Squamous Cell Carcinoma	C169103
Anal Buschke-Lowenstein Tumor	C7470
Anal Giant (Malignant) Condyloma	C7470
Anal Verrucous Carcinoma	C7470
Unresectable Anal Squamous Cell Carcinoma	C173156
Anal Canal Squamous Cell Carcinoma	C7469
Human Papilloma Virus-Related Anal Squamous Cell Carcinoma	C27681
Human Papilloma Virus Related Anal Squamous Cell Carcinoma	C27681
Human Papillomavirus-Related Anal Squamous Cell Carcinoma	C27681
HPV-Related Anal Squamous Cell Carcinoma	C27681
AIN3	C157575
Anal intraepithelial neoplasia, grade III	C157575
AIN III	C157575
Anal Intraepithelial Neoplasia 3	C157575
Anal Squamous Intraepithelial Neoplasia 3	C157575
Recurrent Anal Squamous Cell Carcinoma	C169102
Anal Margin Squamous Cell Carcinoma	C6925
Squamous Cell Carcinoma of Anal Margin	C6925
Perianal Skin Squamous Cell Carcinoma	C6925
Squamous Cell Carcinoma of the Anal Margin	C6925
Metastatic Pancreatic Squamous Cell Carcinoma	C190771
Metastatic Penile Squamous Cell Carcinoma	C182111
Metastatic Squamous Cell Carcinoma of the Penis	C182111
Metastatic Rectal Squamous Cell Carcinoma	C170779
Locally Advanced Squamous Cell Carcinoma	C154321
Metastatic Lung Squamous Cell Carcinoma	C156092
Metastatic Squamous Cell Carcinoma in the Skin	C188113
Advanced Squamous Cell Carcinoma	C162653
Metastatic Esophageal Squamous Cell Carcinoma	C156075
Metastatic Vulvar Squamous Cell Carcinoma	C174201
Metastatic Pancreatic Squamous Cell Carcinoma	C190771
Metastatic Head and Neck Squamous Cell Carcinoma	C148153
Metastatic Head and Neck Squamous Cell Cancer	C148153
Disseminated Squamous Cell Carcinoma	C4829
Metastatic Anal Squamous Cell Carcinoma	C169103
Metastatic Vaginal Squamous Cell Carcinoma	C181031
Metastatic Squamous Cell Carcinoma of Breast	C5178
Metastatic Squamous Cell Breast Carcinoma	C5178
Metastatic Breast Squamous Cell Carcinoma	C5178
Metastatic Squamous Cell Carcinoma of the Breast	C5178
Metastatic Cervical Squamous Cell Carcinoma	C153388
Metastatic Bladder Squamous Cell Carcinoma	C157750
Breast Squamous Cell Carcinoma, Acantholytic Variant	C40359
Squamous Cell Breast Carcinoma, Acantholytic Variant	C40359
Metastatic Squamous Cell Carcinoma of Breast	C5178
Metastatic Squamous Cell Breast Carcinoma	C5178
Metastatic Breast Squamous Cell Carcinoma	C5178
Metastatic Squamous Cell Carcinoma of the Breast	C5178
Breast Squamous Cell Carcinoma, Spindle Cell Variant	C40358
Squamous Cell Breast Carcinoma, Spindle Cell Variant	C40358
Squamous Cell Breast Carcinoma, Large Cell Keratinizing Variant	C40357
Breast Squamous Cell Carcinoma, Large Cell Keratinizing Variant	C40357
Clear Cell Squamous Cell Carcinoma of the Penis	C159251
Penile Clear Cell Squamous Cell Carcinoma	C159251
Recurrent Endometrial Squamous Cell Carcinoma	C165283
Refractory Endometrial Squamous Cell Carcinoma	C165287
Lacrimal Drainage System Nonkeratinizing Squamous Cell Carcinoma	C175335
Non-Keratinizing Squamous Cell Carcinoma of the Lacrimal Drainage System	C175335
Lacrimal Drainage System Non-Keratinizing Squamous Cell Carcinoma	C175335
Rectal Squamous Carcinoma	C5554
Squamous Carcinoma of Rectum	C5554
Squamous Cell Carcinoma of Rectum	C5554
Squamous Cell Carcinoma of the Rectum	C5554
Squamous Carcinoma of the Rectum	C5554
Rectal Squamous Cell Cancer	C5554
Rectal Squamous Cell Carcinoma	C5554
Colon Epidermoid Carcinoma	C5490
Colon Squamous Cell Carcinoma	C5490
Colonic Epidermoid Carcinoma	C5490
Squamous Cell Carcinoma of Colon	C5490
Squamous Cell Carcinoma of the Colon	C5490
Epidermoid Carcinoma of Colon	C5490
Colonic Squamous Cell Carcinoma	C5490
Epidermoid Carcinoma of the Colon	C5490
Squamous Cell Colon Carcinoma	C5490
Colon Squamous Cell Cancer	C5490
Epididymal Squamous Cell Carcinoma	C192119
Metastatic Vaginal Squamous Cell Carcinoma	C181031
Refractory Vaginal Squamous Cell Carcinoma	C185303
Vaginal Papillary Carcinoma	C128060
Vaginal Squamotransitional Cell Carcinoma	C128060
Vaginal Squamotransitional Carcinoma	C128060
Vaginal Basaloid Carcinoma	C40245
Vaginal Basaloid Squamous Cell Carcinoma	C40245
Vagina Verrucous Carcinoma	C6325
Verrucous Carcinoma of Vagina	C6325
Verrucous Squamous Cell Carcinoma of the Vagina	C6325
Vagina Verrucous Squamous Cell Carcinoma	C6325
Verrucous Squamous Cell Carcinoma of Vagina	C6325
Vaginal Verrucous Carcinoma	C6325
Vaginal Verrucous Squamous Cell Carcinoma	C6325
Verrucous Carcinoma of the Vagina	C6325
Vaginal Non-Keratinizing Squamous Cell Carcinoma	C40244
Vaginal Keratinizing Squamous Cell Carcinoma	C40243
Recurrent Vaginal Squamous Cell Carcinoma	C185302
Vaginal Squamous Cell Cancer, NOS	C7736
Vaginal Squamous Cell Carcinoma, Not Otherwise Specified	C7736
Vaginal Squamous Cell Carcinoma, NOS	C7736
HPV-Independent Vaginal Squamous Cell Carcinoma	C180919
Human Papillomavirus-Independent Vaginal Squamous Cell Carcinoma	C180919
Human Papillomavirus-Associated Vaginal Squamous Cell Carcinoma	C180917
Human Papillomavirus-Related Vaginal Squamous Cell Carcinoma	C180917
Lung Mucoepidermoid Cancer	C45544
Lung Mucoepidermoid Carcinoma	C45544
Mucoepidermoid Esophageal Carcinoma	C5343
Esophageal Mucoepidermoid Cancer	C5343
Esophageal Mucoepidermoid Carcinoma	C5343
Mucoepidermoid Carcinoma of the Esophagus	C5343
Mucoepidermoid Esophagus Carcinoma	C5343
Mucoepidermoid Carcinoma of Esophagus	C5343
Mucoepidermoid Carcinoma of the Accessory Sinus	C6018
Mucoepidermoid Carcinoma of Accessory Sinus	C6018
Mucoepidermoid Carcinoma of the Paranasal Sinus	C6018
Mucoepidermoid Carcinoma of Paranasal Sinus	C6018
Accessory Sinus Mucoepidermoid Carcinoma	C6018
Paranasal Sinus Mucoepidermoid Carcinoma	C6018
Cervical Mucoepidermoid Carcinoma	C180878
Thyroid Gland Mucoepidermoid Carcinoma	C38762
Mucoepidermoid Thyroid Gland Carcinoma	C38762
Mucoepidermoid Thyroid Carcinoma	C38762
Mucoepidermoid Carcinoma of Salivary Gland	C5908
Salivary Gland Mucoepidermoid Carcinoma	C5908
Mucoepidermoid Carcinoma of the Salivary Gland	C5908
Mucoepidermoid Carcinoma of Skin	C4472
Mucoepidermoid Carcinoma of the Skin	C4472
Skin Mucoepidermoid Carcinoma	C4472
Mucoepidermoid Carcinoma of the Larynx	C9463
Laryngeal Throat Mucoepidermoid Cancer	C9463
Laryngeal Mucoepidermoid Carcinoma	C9463
Mucoepidermoid Carcinoma of Larynx	C9463
Mucoepidermoid Carcinoma of the Oral Cavity	C8177
Mucoepidermoid Carcinoma of Oral Cavity	C8177
Oral Cavity Mucoepidermoid Cancer	C8177
Oral Cavity Mucoepidermoid Carcinoma	C8177
Mucoepidermoid Carcinoma of the Lacrimal Gland	C6091
Mucoepidermoid Carcinoma of Lacrimal Gland	C6091
Lacrimal Gland Mucoepidermoid Carcinoma	C6091
Lacrimal Drainage System Mucoepidermoid Carcinoma	C175339
Mucoepidermoid Carcinoma of the Lacrimal Drainage System	C175339
Mucoepidermoid Carcinoma of Breast	C5166
Breast Mucoepidermoid Carcinoma	C5166
Mucoepidermoid Breast Carcinoma	C5166
Mucoepidermoid Carcinoma of the Breast	C5166
Mucoepidermoid Carcinoma of Bile Duct	C5862
Extrahepatic Bile Duct Mucoepidermoid Carcinoma	C5862
Mucoepidermoid Carcinoma of the Bile Duct	C5862
Bile Duct Mucoepidermoid Carcinoma	C5862
Penile Mucoepidermoid Carcinoma	C192223
Locally Advanced Basal Cell Carcinoma	C156770
Metastatic Unresectable Basal Cell Carcinoma	C156788
Advanced Basal Cell Carcinoma	C172362
Unspecified Stage IV Carcinoma of the Lung AJCC v6	C8774
Unspecified Stage IV Carcinoma of Lung AJCC v6	C8774
Stage IV Carcinoma of Lung AJCC v6	C8774
Stage IV Lung Cancer AJCC v6	C8774
Stage IV Lung Carcinoma AJCC v6	C8774
Stage IV Carcinoma of the Lung AJCC v6	C8774
Stage IV Lung Cancer	C8774
Stage I Lung Carcinoma AJCC v6	C8772
Stage I Carcinoma of the Lung AJCC v6	C8772
Stage I Lung Cancer AJCC v6	C8772
Stage I Lung Cancer	C8772
Stage I Carcinoma of Lung AJCC v6	C8772
Stage III Lung Carcinoma AJCC v6	C8773
Stage III Lung Cancer	C8773
Stage III Carcinoma of Lung AJCC v6	C8773
Stage III Lung Cancer AJCC v6	C8773
Stage III Carcinoma of the Lung AJCC v6	C8773
Stage II Lung Cancer	C8954
Stage II Carcinoma of the Lung AJCC v6	C8954
Stage II Carcinoma of Lung AJCC v6	C8954
Stage II Lung Cancer AJCC v6	C8954
Stage II Lung Carcinoma AJCC v6	C8954
Occult Lung Cancer	C136468
Occult Lung Carcinoma AJCC v8	C136468
Occult Lung Cancer AJCC v8	C136468
Occult Small Cell Lung Carcinoma	C6683
Occult Lung Small Cell Carcinoma	C6683
Occult Small Cell Carcinoma of the Lung	C6683
Occult Small Cell Carcinoma of Lung	C6683
Occult Non-Small Cell Carcinoma of Lung	C9038
Occult Non-Small Cell Carcinoma of the Lung	C9038
Occult Non-Small Cell Lung Cancer	C9038
Occult Lung Non-Small Cell Carcinoma	C9038
Occult Non-Small Cell Lung Carcinoma	C9038
occult stage non-small cell lung cancer	C9038
Occult Lung Squamous Cell Carcinoma	C6686
Occult Squamous Cell Carcinoma of the Lung	C6686
Occult Squamous Cell Carcinoma of Lung	C6686
Occult Squamous Cell Lung Carcinoma	C6686
Stage III Lung Cancer AJCC v8	C136478
Stage III	C136478
Stage III Lung Cancer	C136478
Stage I Lung Cancer	C136470
Stage I	C136470
Stage I Lung Cancer AJCC v8	C136470
Stage II Lung Cancer AJCC v8	C136475
Stage II	C136475
Stage II Lung Cancer	C136475
Occult Lung Cancer	C136468
Occult Lung Carcinoma AJCC v8	C136468
Occult Lung Cancer AJCC v8	C136468
Stage IV Lung Cancer AJCC v8	C136482
Stage IV Lung Cancer	C136482
Stage IV	C136482
Stage 0 Lung Carcinoma AJCC v8	C136469
Stage 0 Lung Cancer	C136469
Stage 0 Lung Cancer AJCC v8	C136469
Lung Non-Small Cell Cancer by AJCC v7 Stage	C136491
Lung Non-Small Cell Carcinoma by AJCC v7 Stage	C136491
Small Cell Lung Carcinoma by AJCC v7 Stage	C136496
Lung Small Cell Carcinoma by AJCC v7 Stage	C136496
Lung Squamous Cell Carcinoma by AJCC v7 Stage	C136494
Stage II Lung Cancer AJCC v7	C88889
Stage II Lung Cancer	C88889
Stage III Lung Cancer AJCC v7	C88890
Stage III Lung Cancer	C88890
Stage IV Lung Cancer	C88891
Stage IV Lung Cancer AJCC v7	C88891
Stage I Lung Cancer AJCC v7	C88888
Stage I Lung Cancer	C88888
Transitional Cell Carcinoma of the Urethra	C6166
Transitional Cell Carcinoma of Urethra	C6166
Urethral Transitional Cell Carcinoma	C6166
Urethral Urothelial Cancer	C6166
Urethral Urothelial Carcinoma	C6166
Urethra Transitional Cell Carcinoma	C6166
Refractory Urothelial Carcinoma	C150364
Bladder Urothelial Carcinoma	C39851
Transitional Cell Carcinoma of the Urinary Bladder	C39851
Urothelial Carcinoma of the Urinary Bladder	C39851
Bladder Urothelial Cancer	C39851
Urinary Bladder Urothelial Carcinoma	C39851
Urinary Bladder Transitional Cell Carcinoma	C39851
Bladder Transitional Cell Carcinoma	C39851
High-Grade Urothelial Carcinoma	C180606
High Grade Urothelial Carcinoma	C180606
Urothelial Carcinoma, High Grade	C180606
TCC of the Renal Pelvis and Ureter	C7716
Renal Pelvis and Ureter Transitional Cell Cancer	C7716
Renal Pelvis and Ureter Urothelial Carcinoma	C7716
Transitional Cell Carcinoma of Renal Pelvis and Ureter	C7716
Urothelial Carcinoma of the Upper Urinary Tract	C7716
Renal Pelvis and Ureter Urothelial Cancer	C7716
Renal Pelvis and Ureter TCC	C7716
Upper Urinary Tract Urothelial Carcinoma	C7716
Transitional Cell Cancer of the Renal Pelvis and Ureter	C7716
TCC of Renal Pelvis and Ureter	C7716
Transitional Cell Cancer of Renal Pelvis and Ureter	C7716
Urothelial Carcinoma of the Renal Pelvis and Ureter	C7716
Renal Pelvis and Ureter Transitional Cell Carcinoma	C7716
Metastatic Urothelial Cancer	C126109
Metastatic Urothelial Carcinoma	C126109
Metastatic Transitional Cell Carcinoma of the Urinary Tract	C126109
Relapsed Urothelial Carcinoma	C157631
Relapsed Urothelial Cancer	C157631
Recurrent Urothelial Carcinoma	C157631
Recurrent Urothelial Cancer	C157631
Prostate Transitional Cell Carcinoma	C39898
Transitional Cell Carcinoma of the Prostate	C39898
Primary Prostate Urothelial Cancer	C39898
Prostate Urothelial Carcinoma	C39898
Transitional Cell Carcinoma of Prostate	C39898
Primary Prostate Urothelial Carcinoma	C39898
Unresectable Urothelial Carcinoma	C150521
Refractory Ovarian Transitional Cell Carcinoma	C178682
Recurrent Ovarian Transitional Cell Carcinoma	C153819
Advanced Transitional Cell Carcinoma	C172091
Metastatic Urothelial Cancer	C126109
Metastatic Urothelial Carcinoma	C126109
Metastatic Transitional Cell Carcinoma of the Urinary Tract	C126109
Locally Advanced Transitional Cell Carcinoma	C175493
Recurrent Endometrial Transitional Cell Carcinoma	C165284
Refractory Endometrial Transitional Cell Carcinoma	C165288
Stage 0 Bladder Urothelial Carcinoma AJCC v7	C6188
Stage 0 Transitional Cell Carcinoma of the Bladder	C6188
Stage 0 Bladder Urothelial Cancer	C6188
Stage 0 Urinary Bladder Transitional Cell Carcinoma	C6188
Non-Invasive Bladder Urothelial Carcinoma	C6188
Stage 0 Transitional Cell Carcinoma of Urinary Bladder	C6188
Stage 0 Bladder Urothelial Carcinoma AJCC v6 and v7	C6188
Stage 0 Transitional Cell Carcinoma of the Urinary Bladder	C6188
Stage 0 Bladder Urothelial Carcinoma	C6188
Stage 0 Transitional Cell Carcinoma of Bladder	C6188
Stage 0 Renal Pelvis and Ureter Cancer AJCC v7	C39850
Stage 0 Renal Pelvis and Ureter Transitional Cell Carcinoma	C39850
Stage 0 Renal Pelvis and Ureter Urothelial Carcinoma AJCC v7	C39850
stage 0 transitional cell carcinoma in situ of the renal pelvis and ureter	C39850
Stage 0 Renal Pelvis and Ureter Urothelial Carcinoma	C39850
Stage 0 Renal Pelvis and Ureter Cancer	C39850
Recurrent Fallopian Tube Transitional Cell Carcinoma	C170757
Refractory Fallopian Tube Transitional Cell Carcinoma	C178674
Breast Solid Papillary Carcinoma In Situ	C176011
Invasive Breast Solid Papillary Carcinoma	C176012
Breast Solid Papillary Carcinoma with Invasion	C176012
AIDS-Related Diffuse Large B-Cell Lymphoma of the Central Nervous System	C186660
AIDS-Associated Diffuse Large B-Cell Lymphoma of the Central Nervous System	C186660
AIDS-Related Primary Diffuse Large B-Cell Lymphoma of the Central Nervous System	C186660
AIDS-Associated Primary Diffuse Large B-Cell Lymphoma of the Central Nervous System	C186660
AIDS-Related Burkitt's Lymphoma with Plasmacytoid Differentiation	C27857
AIDS-Related Burkitt Lymphoma with Plasmacytoid Differentiation	C27857
AIDS-Related Non-Hodgkin Lymphoma of the Cervix	C7434
AIDS-Related Non-Hodgkin's Lymphoma of the Cervix	C7434
AIDS-Related Non-Hodgkin's Lymphoma of Cervix	C7434
AIDS-Related Uterine Cervical Non-Hodgkin's Lymphoma	C7434
AIDS-Related Cancer of the Uterine Cervix	C7432
AIDS-Related Cervical Cancer	C7432
AIDS-Related Uterine Cervix Carcinoma	C7432
AIDS Related Cervical Cancer	C7432
AIDS-Related Cancer of Uterine Cervix	C7432
AIDS-Related Cervix Carcinoma	C7432
AIDS-Related Uterine Cervix Cancer	C7432
AIDS Related Carcinoma of the Uterine Cervix	C7432
AIDS-Related Cervical Carcinoma	C7432
AIDS Related Carcinoma of Uterine Cervix	C7432
AIDS-related cervical cancer	C7432
AIDS-Related Gastric Kaposi Sarcoma	C5624
AIDS-Related Gastric Kaposi's Sarcoma	C5624
AIDS-Related Kaposi's Sarcoma of the Stomach	C5624
AIDS-Related Kaposi's Sarcoma of Stomach	C5624
Recurrent Anaplastic Astrocytoma, IDH-Wildtype	C188691
Frontal Lobe Anaplastic Astrocytoma	C156035
Childhood Cerebral Anaplastic Astrocytoma	C115202
Anaplastic Hemispheric Astrocytoma	C115202
Temporal Lobe Anaplastic Astrocytoma	C156036
Parietal Lobe Anaplastic Astrocytoma	C171036
Recurrent Astrocytoma, IDH-Mutant, Grade 3	C191197
Grade III Childhood Astrocytic Neoplasm of Brain	C6252
Grade III Childhood Brain Astrocytic Neoplasm	C6252
Grade III Childhood Astrocytic Tumor of Brain	C6252
Grade III Childhood Astrocytic Tumor of the Brain	C6252
Anaplastic Pediatric Astrocytoma of the Brain	C6252
Grade III Childhood Brain Astrocytic Tumor	C6252
Grade 3 Pediatric Brain Astrocytic Neoplasm	C6252
Grade III Pediatric Brain Astrocytoma	C6252
Anaplastic Childhood Astrocytoma of Brain	C6252
Grade III Childhood Brain Astrocytoma	C6252
Grade III Pediatric Astrocytic Tumor of the Brain	C6252
Grade III Pediatric Brain Astrocytic Tumor	C6252
Grade III Childhood Astrocytic Neoplasm of the Brain	C6252
Grade 3 Childhood Brain Astrocytic Tumor	C6252
Grade 3 Childhood Astrocytic Neoplasm of Brain	C6252
Grade 3 Childhood Astrocytic Tumor of the Brain	C6252
Anaplastic Pediatric Brain Astrocytoma	C6252
Grade III Pediatric Brain Astrocytic Neoplasm	C6252
Anaplastic Childhood Brain Astrocytoma	C6252
Anaplastic Childhood Astrocytoma of the Brain	C6252
