Disease	Code
Recurrent Cancer of the Vagina	C7860
Recurrent Cancer of the Vulva	C9054
Recurrent Cancer of Thyroid	C7908
Recurrent Cancer of Thyroid	C7908
Recurrent Cancer of Thyroid Gland	C7908
Recurrent Cancer of Thyroid Gland	C7908
Recurrent Cancer of Urethra	C7508
Recurrent Cancer of Urinary Bladder	C7899
Recurrent Cancer of Vagina	C7860
Recurrent Cancer of Vulva	C9054
Recurrent Carcinoma	C7619
Recurrent Carcinoma	C7619
Recurrent Carcinoma of Adrenal Cortex	C6417
Recurrent Carcinoma of Adrenal Cortex	C6417
Recurrent Carcinoma of Adrenal Cortex	C6417
Recurrent Carcinoma of Adrenal Cortex	C6417
Recurrent Carcinoma of Cervix	C7804
Recurrent Carcinoma of Cervix Uteri	C7804
Recurrent Carcinoma of Esophagus	C3999
Recurrent Carcinoma of Esophagus	C3999
Recurrent Carcinoma of Hypopharynx	C9241
Recurrent Carcinoma of Hypopharynx	C9241
Recurrent Carcinoma of Larynx	C4034
Recurrent Carcinoma of Liver Cell	C9264
Recurrent Carcinoma of Liver Cell	C9264
Recurrent Carcinoma of Mouth	C6076
Recurrent Carcinoma of Mouth	C6076
Recurrent Carcinoma of Nasopharynx	C9240
Recurrent Carcinoma of Nasopharynx	C9240
Recurrent Carcinoma of Oral Cavity	C6076
Recurrent Carcinoma of Oral Cavity	C6076
Recurrent Carcinoma of Oropharynx	C8051
Recurrent Carcinoma of Ovary	C7833
Recurrent Carcinoma of Ovary	C7833
Recurrent Carcinoma of Pancreas	C7626
Recurrent Carcinoma of Penis	C7870
Recurrent Carcinoma of Pharynx	C5103
Recurrent Carcinoma of Pharynx	C5103
Recurrent Carcinoma of Salivary Gland	C7926
Recurrent Carcinoma of Salivary Gland	C7926
Recurrent Carcinoma of Salivary Gland	C7926
Recurrent Carcinoma of Skin	C7903
Recurrent Carcinoma of Skin	C7903
Recurrent Carcinoma of Skin	C7903
Recurrent Carcinoma of Small Bowel	C7894
Recurrent Carcinoma of Small Bowel	C7894
Recurrent Carcinoma of Small Intestine	C7894
Recurrent Carcinoma of Small Intestine	C7894
Recurrent Carcinoma of Stomach	C9237
Recurrent Carcinoma of Stomach	C9237
Recurrent Carcinoma of the Adrenal Cortex	C6417
Recurrent Carcinoma of the Adrenal Cortex	C6417
Recurrent Carcinoma of the Adrenal Cortex	C6417
Recurrent Carcinoma of the Adrenal Cortex	C6417
Recurrent Carcinoma of the Cervix	C7804
Recurrent Carcinoma of the Cervix Uteri	C7804
Recurrent Carcinoma of the Esophagus	C3999
Recurrent Carcinoma of the Esophagus	C3999
Recurrent Carcinoma of the Hypopharynx	C9241
Recurrent Carcinoma of the Hypopharynx	C9241
Recurrent Carcinoma of the Larynx	C4034
Recurrent Carcinoma of the Liver Cell	C9264
Recurrent Carcinoma of the Liver Cell	C9264
Recurrent Carcinoma of the Mouth	C6076
Recurrent Carcinoma of the Mouth	C6076
Recurrent Carcinoma of the Nasopharynx	C9240
Recurrent Carcinoma of the Nasopharynx	C9240
Recurrent Carcinoma of the Oral Cavity	C6076
Recurrent Carcinoma of the Oral Cavity	C6076
Recurrent Carcinoma of the Oropharynx	C8051
Recurrent Carcinoma of the Ovary	C7833
Recurrent Carcinoma of the Ovary	C7833
Recurrent Carcinoma of the Pancreas	C7626
Recurrent Carcinoma of the Penis	C7870
Recurrent Carcinoma of the Pharynx	C5103
Recurrent Carcinoma of the Pharynx	C5103
Recurrent Carcinoma of the Salivary Gland	C7926
Recurrent Carcinoma of the Salivary Gland	C7926
Recurrent Carcinoma of the Salivary Gland	C7926
Recurrent Carcinoma of the Skin	C7903
Recurrent Carcinoma of the Skin	C7903
Recurrent Carcinoma of the Skin	C7903
Recurrent Carcinoma of the Small Bowel	C7894
Recurrent Carcinoma of the Small Bowel	C7894
Recurrent Carcinoma of the Small Intestine	C7894
Recurrent Carcinoma of the Small Intestine	C7894
Recurrent Carcinoma of the Stomach	C9237
Recurrent Carcinoma of the Stomach	C9237
Recurrent Carcinoma of the Uterine Cervix	C7804
Recurrent Carcinoma of Unknown Primary	C9181
Recurrent Carcinoma of Unknown Primary	C9181
Recurrent Carcinoma of Unknown Primary	C9181
Recurrent Carcinoma of Uterine Cervix	C7804
Recurrent Central Nervous System Embryonal Neoplasm	C114836
Recurrent Central Nervous System Embryonal Neoplasm	C114836
Recurrent Central Nervous System Embryonal Neoplasm	C114836
Recurrent Central Nervous System Embryonal Neoplasm	C114836
Recurrent Central Nervous System Lymphoma	C138019
Recurrent Central Nervous System Lymphoma	C138019
Recurrent Central Nervous System Lymphoma	C138019
Recurrent Central Nervous System Neoplasm	C9045
Recurrent Central Nervous System Neoplasm	C9045
Recurrent Central Nervous System Non-Hodgkin Lymphoma	C146990
Recurrent Central Nervous System Non-Hodgkin Lymphoma	C146990
Recurrent Central Nervous System Non-Hodgkin Lymphoma	C146990
Recurrent Centroblastic Lymphoma	C8926
Recurrent Centroblastic Lymphoma	C8926
Recurrent Cerebellar Astrocytoma	C8389
Recurrent Cerebellar Astrocytoma	C8389
Recurrent Cerebellar Astrocytoma	C8389
Recurrent Cerebral Astrocytoma	C9191
Recurrent Cerebral Astrocytoma	C9191
Recurrent Cerebral Astrocytoma	C9191
Recurrent Cervical Adenocarcinoma	C136651
Recurrent Cervical Adenocarcinoma	C136651
Recurrent Cervical Adenocarcinoma, Usual Type	C153573
Recurrent Cervical Adenocarcinoma, Usual-Type	C153573
Recurrent Cervical Adenosquamous Cancer	C136650
Recurrent Cervical Adenosquamous Cancer	C136650
Recurrent Cervical Adenosquamous Carcinoma	C136650
Recurrent Cervical Adenosquamous Carcinoma	C136650
Recurrent Cervical Cancer	C7804
Recurrent Cervical Carcinoma	C7804
Recurrent Cervical Squamous Cell Cancer	C136649
Recurrent Cervical Squamous Cell Cancer	C136649
Recurrent Cervical Squamous Cell Carcinoma	C136649
Recurrent Cervical Squamous Cell Carcinoma	C136649
Recurrent Cervix Uteri Carcinoma	C7804
Recurrent Childhood Acute Lymphoblastic Leukemia	C7784
Recurrent Childhood Acute Lymphocytic Leukemia	C7784
Recurrent Childhood Acute Lymphogenous Leukemia	C7784
Recurrent Childhood Acute Lymphoid Leukemia	C7784
Recurrent Childhood Acute Myeloblastic Leukemia	C9068
Recurrent Childhood Acute Myelogenous Leukemia	C9068
Recurrent Childhood Acute Myeloid Leukemia	C9068
Recurrent Childhood Acute Non-Lymphocytic Leukemia	C9068
Recurrent Childhood ALL	C7784
Recurrent Childhood AML	C9068
Recurrent Childhood Anaplastic Astrocytoma	C115356
Recurrent Childhood Anaplastic Large Cell Lymphoma	C115357
Recurrent Childhood Anaplastic Large Cell Lymphoma	C115357
Recurrent Childhood Anaplastic Large Cell Lymphoma	C115357
Recurrent Childhood Anaplastic Oligoastrocytoma	C115358
Recurrent Childhood Anaplastic Oligodendroglioma	C115359
Recurrent Childhood Astrocytic Tumor	C114956
Recurrent Childhood Astrocytic Tumor	C114956
Recurrent Childhood Astrocytoma of Cerebellum	C8389
Recurrent Childhood Astrocytoma of Cerebellum	C8389
Recurrent Childhood Astrocytoma of Cerebellum	C8389
Recurrent Childhood Astrocytoma of the Cerebellum	C8389
Recurrent Childhood Astrocytoma of the Cerebellum	C8389
Recurrent Childhood Astrocytoma of the Cerebellum	C8389
Recurrent Childhood Brain Neoplasm	C7834
Recurrent Childhood Brain Stem Astrocytoma	C6217
Recurrent Childhood Brain Stem Astrocytoma	C6217
Recurrent Childhood Brain Stem Astrocytoma	C6217
Recurrent Childhood Brain Stem Glioma	C9190
Recurrent Childhood Brain Stem Glioma	C9190
Recurrent Childhood Brain Tumor	C7834
Recurrent Childhood Brainstem Astrocytoma	C6217
Recurrent Childhood Brainstem Astrocytoma	C6217
Recurrent Childhood Brainstem Astrocytoma	C6217
Recurrent Childhood Brainstem Glioma	C9190
Recurrent Childhood Brainstem Glioma	C9190
Recurrent Childhood Burkitt Lymphoma	C9189
Recurrent Childhood Burkitt Lymphoma	C9189
Recurrent Childhood Burkitt's Lymphoma	C9189
Recurrent Childhood Burkitt's Lymphoma	C9189
Recurrent Childhood Cancer of Liver	C7839
Recurrent Childhood Cancer of the Liver	C7839
Recurrent Childhood Central Nervous System Embryonal Neoplasm	C114836
Recurrent Childhood Central Nervous System Embryonal Neoplasm	C114836
Recurrent Childhood Central Nervous System Embryonal Neoplasm	C114836
Recurrent Childhood Central Nervous System Embryonal Neoplasm	C114836
Recurrent Childhood Central Nervous System Neoplasm	C9045
Recurrent Childhood Central Nervous System Neoplasm	C9045
Recurrent Childhood Central Nervous System Tumor	C9045
Recurrent Childhood Central Nervous System Tumor	C9045
Recurrent Childhood Cerebellar Astrocytoma	C8389
Recurrent Childhood Cerebellar Astrocytoma	C8389
Recurrent Childhood Cerebellar Astrocytoma	C8389
Recurrent Childhood Cerebral Astrocytoma	C9191
Recurrent Childhood Cerebral Astrocytoma	C9191
Recurrent Childhood Cerebral Astrocytoma	C9191
Recurrent Childhood Diffuse Astrocytoma	C115360
Recurrent Childhood Diffuse Astrocytoma	C115360
Recurrent Childhood Ependymoma	C8579
Recurrent Childhood Ependymoma	C8579
Recurrent Childhood Fibrillary Astrocytoma	C115361
Recurrent Childhood Fibrillary Astrocytoma	C115361
Recurrent Childhood Gemistocytic Astrocytoma	C115362
Recurrent Childhood Gemistocytic Astrocytoma	C115362
Recurrent Childhood Giant Cell Glioblastoma	C115363
Recurrent Childhood Giant Cell Glioblastoma	C115363
Recurrent Childhood Giant Cell Glioblastoma	C115363
Recurrent Childhood Glioblastoma	C115364
Recurrent Childhood Glioma of Brain Stem	C9190
Recurrent Childhood Glioma of Brain Stem	C9190
Recurrent Childhood Glioma of Brainstem	C9190
Recurrent Childhood Glioma of Brainstem	C9190
Recurrent Childhood Glioma of the Brain Stem	C9190
Recurrent Childhood Glioma of the Brain Stem	C9190
Recurrent Childhood Glioma of the Brainstem	C9190
Recurrent Childhood Glioma of the Brainstem	C9190
Recurrent Childhood Gliomatosis Cerebri	C115366
Recurrent Childhood Gliosarcoma	C115365
Recurrent Childhood Grade III Lymphomatoid Granulomatosis	C115367
Recurrent Childhood Grade III Lymphomatoid Granulomatosis	C115367
Recurrent Childhood Hepatocellular Carcinoma	C9046
Recurrent Childhood Hepatocellular Carcinoma	C9046
Recurrent Childhood Hepatocellular Carcinoma	C9046
Recurrent Childhood Hepatoma	C9046
Recurrent Childhood Hepatoma	C9046
Recurrent Childhood Hepatoma	C9046
Recurrent Childhood Hodgkin Lymphoma	C8059
Recurrent Childhood Hodgkin Lymphoma	C8059
Recurrent Childhood Hodgkin Lymphoma	C8059
Recurrent Childhood Hodgkin's Disease	C8059
Recurrent Childhood Hodgkin's Disease	C8059
Recurrent Childhood Hodgkin's Disease	C8059
Recurrent Childhood Hodgkin's Lymphoma	C8059
Recurrent Childhood Hodgkin's Lymphoma	C8059
Recurrent Childhood Hodgkin's Lymphoma	C8059
Recurrent Childhood Kidney Neoplasm	C115445
Recurrent Childhood Large Cell Lymphoma	C8309
Recurrent Childhood Liver Cancer	C7839
Recurrent Childhood Lymphoblastic Lymphoma	C9060
Recurrent Childhood Lymphoblastic Lymphoma	C9060
Recurrent Childhood Lymphoma	C187196
Recurrent Childhood Lymphoma	C187196
Recurrent Childhood Lymphoma	C187196
Recurrent Childhood Lymphomatoid Granulomatosis	C123393
Recurrent Childhood Malignant Germ Cell Neoplasm	C9221
Recurrent Childhood Malignant Germ Cell Neoplasm	C9221
Recurrent Childhood Malignant Germ Cell Neoplasm	C9221
Recurrent Childhood Malignant Germ Cell Tumor	C9221
Recurrent Childhood Malignant Germ Cell Tumor	C9221
Recurrent Childhood Malignant Germ Cell Tumor	C9221
Recurrent Childhood Malignant Liver Neoplasm	C7839
Recurrent Childhood Malignant Neoplasm	C162702
Recurrent Childhood Malignant Neoplasm	C162702
Recurrent Childhood Malignant Solid Neoplasm	C148026
Recurrent Childhood Malignant Solid Neoplasm	C148026
Recurrent Childhood Malignant Solid Neoplasm	C148026
Recurrent Childhood Medulloblastoma	C6774
Recurrent Childhood Medulloblastoma	C6774
Recurrent Childhood Medulloblastoma	C6774
Recurrent Childhood Non-Hodgkin Lymphoma	C115369
Recurrent Childhood Non-Hodgkin Lymphoma	C115369
Recurrent Childhood Non-Hodgkin Lymphoma	C115369
Recurrent Childhood Oligoastrocytoma	C115370
Recurrent Childhood Oligoastrocytoma	C115370
Recurrent Childhood Oligoastrocytoma	C115370
Recurrent Childhood Oligodendroglioma	C115371
Recurrent Childhood Oligodendroglioma	C115371
Recurrent Childhood Optic Nerve Astrocytoma	C7532
Recurrent Childhood Optic Nerve Astrocytoma	C7532
Recurrent Childhood Optic Nerve Astrocytoma	C7532
Recurrent Childhood Optic Nerve Glioma	C7531
Recurrent Childhood Osteosarcoma	C187189
Recurrent Childhood Pilocytic Astrocytoma	C115372
Recurrent Childhood Pilocytic Astrocytoma	C115372
Recurrent Childhood Pilomyxoid Astrocytoma	C115373
Recurrent Childhood Pilomyxoid Astrocytoma	C115373
Recurrent Childhood Pineoblastoma	C115374
Recurrent Childhood Pineoblastoma	C115374
Recurrent Childhood Pineoblastoma	C115374
Recurrent Childhood Pleomorphic Xanthoastrocytoma	C115375
Recurrent Childhood Pleomorphic Xanthoastrocytoma	C115375
Recurrent Childhood Precursor Lymphoblastic Leukemia	C7784
Recurrent Childhood Precursor Lymphoblastic Lymphoma	C9060
Recurrent Childhood Precursor Lymphoblastic Lymphoma	C9060
Recurrent Childhood Protoplasmic Astrocytoma	C115376
Recurrent Childhood Protoplasmic Astrocytoma	C115376
Recurrent Childhood Renal Neoplasm	C115445
Recurrent Childhood Rhabdomyosarcoma	C7815
Recurrent Childhood Rhabdomyosarcoma	C7815
Recurrent Childhood Rhabdomyosarcoma	C7815
Recurrent Childhood Sarcoma of Soft Tissue	C8067
Recurrent Childhood Sarcoma of the Soft Tissue	C8067
Recurrent Childhood Small Non-Cleaved Cell Lymphoma	C9189
Recurrent Childhood Small Non-Cleaved Cell Lymphoma	C9189
Recurrent Childhood Soft Tissue Sarcoma	C8067
Recurrent Childhood Spinal Cord Neoplasm	C71712
Recurrent Childhood Spinal Cord Neoplasm	C71712
Recurrent Childhood Spinal Cord Neoplasm	C71712
Recurrent Childhood Spinal Cord Tumor	C71712
Recurrent Childhood Spinal Cord Tumor	C71712
Recurrent Childhood Spinal Cord Tumor	C71712
Recurrent Childhood Subependymal Giant Cell Astrocytoma	C115380
Recurrent Childhood Subependymal Giant Cell Astrocytoma	C115380
Recurrent Childhood Subependymal Giant Cell Astrocytoma	C115380
Recurrent Childhood Supratentorial Embryonal Tumor, NOS	C115381
Recurrent Childhood Supratentorial Embryonal Tumor, Not Otherwise Specified	C115381
Recurrent Childhood Supratentorial Primitive Neuroectodermal Tumor	C115381
Recurrent Childhood T Acute Lymphoblastic Leukemia	C131875
Recurrent Childhood T Acute Lymphoblastic Leukemia	C131875
Recurrent Childhood T-Acute Lymphoblastic Leukemia	C131875
Recurrent Childhood T-Acute Lymphoblastic Leukemia	C131875
Recurrent Childhood Undifferentiated High Grade Pleomorphic Sarcoma	C115368
Recurrent Childhood Undifferentiated High Grade Pleomorphic Sarcoma	C115368
Recurrent Childhood Undifferentiated High Grade Pleomorphic Sarcoma	C115368
Recurrent Childhood Undifferentiated High Grade Pleomorphic Sarcoma of Bone	C115368
Recurrent Childhood Undifferentiated High Grade Pleomorphic Sarcoma of Bone	C115368
Recurrent Childhood Undifferentiated High Grade Pleomorphic Sarcoma of Bone	C115368
Recurrent Childhood Visual Pathway Astrocytoma	C7530
Recurrent Childhood Visual Pathway Astrocytoma	C7530
Recurrent Childhood Visual Pathway Glioma	C7529
Recurrent Childhood Visual Pathway Glioma	C7529
Recurrent Childhood Visual Pathway Glioma	C7529
Recurrent Cholangiocarcinoma	C27325
Recurrent Cholangiocellular Carcinoma	C27325
Recurrent Chondrosarcoma	C8780
Recurrent Chondrosarcoma	C8780
Recurrent Chordoma	C155973
Recurrent Chordoma	C155973
Recurrent Chromophobe Renal Cell Carcinoma	C153595
Recurrent Chronic Leukemia	C150043
Recurrent Chronic Leukemia	C150043
Recurrent Chronic Lymphocytic Leukemia	C8645
Recurrent Chronic Lymphocytic Leukemia	C8645
Recurrent Chronic Lymphocytic Leukemia	C8645
Recurrent Chronic Lymphocytic Leukemia	C8645
Recurrent Chronic Lymphocytic Leukemia (CLL)	C8645
Recurrent Chronic Lymphocytic Leukemia (CLL)	C8645
Recurrent Chronic Lymphocytic Leukemia (CLL)	C8645
Recurrent Chronic Lymphocytic Leukemia (CLL)	C8645
Recurrent Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	C131873
Recurrent Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	C131873
Recurrent Chronic Lymphoid Leukemia	C8645
Recurrent Chronic Lymphoid Leukemia	C8645
Recurrent Chronic Lymphoid Leukemia	C8645
Recurrent Chronic Lymphoid Leukemia	C8645
Recurrent Chronic Myelogenous Leukemia	C9070
Recurrent Chronic Myelogenous Leukemia	C9070
Recurrent Chronic Myelogenous Leukemia	C9070
Recurrent Chronic Myelogenous Leukemia	C9070
Recurrent Chronic Myelogenous Leukemia (CML)	C9070
Recurrent Chronic Myelogenous Leukemia (CML)	C9070
Recurrent Chronic Myelogenous Leukemia (CML)	C9070
Recurrent Chronic Myelogenous Leukemia (CML)	C9070
Recurrent Chronic Myelogenous Leukemia, BCR-ABL1 Positive	C9070
Recurrent Chronic Myelogenous Leukemia, BCR-ABL1 Positive	C9070
Recurrent Chronic Myelogenous Leukemia, BCR-ABL1 Positive	C9070
Recurrent Chronic Myelogenous Leukemia, BCR-ABL1 Positive	C9070
Recurrent Chronic Myelogenous Leukemia, BCR::ABL1 Positive	C9070
Recurrent Chronic Myelogenous Leukemia, BCR::ABL1 Positive	C9070
Recurrent Chronic Myelogenous Leukemia, BCR::ABL1 Positive	C9070
Recurrent Chronic Myelogenous Leukemia, BCR::ABL1 Positive	C9070
Recurrent Chronic Myeloid Leukemia	C9070
Recurrent Chronic Myeloid Leukemia	C9070
Recurrent Chronic Myeloid Leukemia	C9070
Recurrent Chronic Myeloid Leukemia	C9070
Recurrent Chronic Myeloid Leukemia, BCR-ABL1 Positive	C9070
Recurrent Chronic Myeloid Leukemia, BCR-ABL1 Positive	C9070
Recurrent Chronic Myeloid Leukemia, BCR-ABL1 Positive	C9070
Recurrent Chronic Myeloid Leukemia, BCR-ABL1 Positive	C9070
Recurrent Chronic Myeloid Leukemia, BCR::ABL1 Positive	C9070
Recurrent Chronic Myeloid Leukemia, BCR::ABL1 Positive	C9070
Recurrent Chronic Myeloid Leukemia, BCR::ABL1 Positive	C9070
Recurrent Chronic Myeloid Leukemia, BCR::ABL1 Positive	C9070
Recurrent Chronic Myelomonocytic Leukemia	C150048
Recurrent Chronic Myelomonocytic Leukemia	C150048
Recurrent Chronic Myelomonocytic Leukemia	C150048
Recurrent Classic Hodgkin Lymphoma	C133592
Recurrent Classic Hodgkin Lymphoma	C133592
Recurrent Classical Hodgkin Lymphoma	C133592
Recurrent Classical Hodgkin Lymphoma	C133592
Recurrent Clear Cell Renal Cell Carcinoma	C153590
Recurrent Clear Cell Renal Cell Carcinoma	C153590
Recurrent Clear Cell Sarcoma of Soft Tissue	C180980
Recurrent Clear Cell Sarcoma of Soft Tissue	C180980
Recurrent Colon Adenocarcinoma	C162442
Recurrent Colon Adenocarcinoma	C162442
Recurrent Colon Adenocarcinoma	C162442
Recurrent Colon Cancer	C3998
Recurrent Colon Cancer	C3998
Recurrent Colon Carcinoma	C3998
Recurrent Colon Carcinoma	C3998
Recurrent Colorectal (Colon or Rectal) Cancer	C8625
Recurrent Colorectal (Colon or Rectal) Cancer	C8625
Recurrent Colorectal Adenocarcinoma	C162441
Recurrent Colorectal Adenocarcinoma	C162441
Recurrent Colorectal Adenocarcinoma	C162441
Recurrent Colorectal Cancer	C8625
Recurrent Colorectal Cancer	C8625
Recurrent Colorectal Carcinoma	C8625
Recurrent Colorectal Carcinoma	C8625
Recurrent Combined Thymic Carcinoma	C115444
Recurrent Combined Thymic Carcinoma	C115444
Recurrent Combined Thymic Epithelial Neoplasm	C115444
Recurrent Combined Thymic Epithelial Neoplasm	C115444
Recurrent Combined Thymic Epithelial Tumor	C115444
Recurrent Combined Thymic Epithelial Tumor	C115444
Recurrent Composite Thymoma-Thymic Carcinoma	C115444
Recurrent Composite Thymoma-Thymic Carcinoma	C115444
Recurrent Corpus Uteri Cancer	C9072
Recurrent Craniopharyngioma	C148077
Recurrent Cutaneous (Skin) Melanoma	C9097
Recurrent Cutaneous (Skin) Melanoma	C9097
Recurrent Cutaneous (Skin) Melanoma	C9097
Recurrent Cutaneous Carcinoma	C7903
Recurrent Cutaneous Carcinoma	C7903
Recurrent Cutaneous Carcinoma	C7903
Recurrent Cutaneous Melanoma	C9097
Recurrent Cutaneous Melanoma	C9097
Recurrent Cutaneous Melanoma	C9097
Recurrent Cutaneous Melanoma of the Extremity	C155306
Recurrent Cutaneous Melanoma of the Extremity	C155306
Recurrent Cutaneous Squamous Cell Carcinoma	C143012
Recurrent Cutaneous Squamous Cell Carcinoma	C143012
Recurrent Cutaneous Squamous Cell Carcinoma	C143012
Recurrent Cutaneous Squamous Cell Carcinoma of the Head and Neck	C162942
Recurrent Cutaneous Squamous Cell Carcinoma of the Head and Neck	C162942
Recurrent Cutaneous Squamous Cell Carcinoma of the Head and Neck	C162942
Recurrent Cutaneous T-Cell Non-Hodgkin Lymphoma	C7805
Recurrent Cutaneous T-Cell Non-Hodgkin Lymphoma	C7805
Recurrent Cutaneous T-Cell Non-Hodgkin's Lymphoma	C7805
Recurrent Cutaneous T-Cell Non-Hodgkin's Lymphoma	C7805
Recurrent DCIS	C203339
Recurrent DCIS	C203339
Recurrent Dedifferentiated Chordoma	C162728
Recurrent Dedifferentiated Chordoma	C162728
Recurrent Dedifferentiated Liposarcoma	C150592
Recurrent Dedifferentiated Liposarcoma	C150592
Recurrent Desmoid Fibromatosis	C155875
Recurrent Desmoid Tumor	C155875
Recurrent Desmoid-Type Fibromatosis	C155875
Recurrent Desmoplastic Small Round Cell Tumor	C158426
Recurrent Desmoplastic Small Round Cell Tumor	C158426
Recurrent Differentiated Thyroid Gland Carcinoma	C165611
Recurrent Differentiated Thyroid Gland Carcinoma	C165611
Recurrent Diffuse Astrocytoma	C115360
Recurrent Diffuse Astrocytoma	C115360
Recurrent Diffuse Astrocytoma	C167081
Recurrent Diffuse Astrocytoma	C167081
Recurrent Diffuse Astrocytoma	C167081
Recurrent Diffuse Astrocytoma	C167081
Recurrent Diffuse Glioma	C203285
Recurrent Diffuse Glioma	C203285
Recurrent Diffuse Hemispheric Glioma, H3 G34-Mutant	C203273
Recurrent Diffuse Hemispheric Glioma, H3 G34-Mutant	C203273
Recurrent Diffuse Hemispheric Glioma, H3 G34-Mutant	C203273
Recurrent Diffuse Intrinsic Pontine Glioma	C136518
Recurrent Diffuse Intrinsic Pontine Glioma	C136518
Recurrent Diffuse Intrinsic Pontine Glioma (DIPG)	C136518
Recurrent Diffuse Intrinsic Pontine Glioma (DIPG)	C136518
Recurrent Diffuse Large B-Cell Lymphoma	C8852
Recurrent Diffuse Large B-Cell Lymphoma	C8852
Recurrent Diffuse Large B-Cell Lymphoma Activated B-Cell Type	C160231
Recurrent Diffuse Large B-Cell Lymphoma Activated B-Cell Type	C160231
Recurrent Diffuse Large B-Cell Lymphoma Associated with Chronic Inflammation	C183140
Recurrent Diffuse Large B-Cell Lymphoma Associated with Chronic Inflammation	C183140
Recurrent Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type	C160230
Recurrent Diffuse Large B-Cell Lymphoma Non-GC/ABC	C160231
Recurrent Diffuse Large B-Cell Lymphoma Non-GC/ABC	C160231
Recurrent Diffuse Large B-Cell Lymphoma Non-Germinal Center/Activated B-Cell Type	C160231
Recurrent Diffuse Large B-Cell Lymphoma Non-Germinal Center/Activated B-Cell Type	C160231
Recurrent Diffuse Large B-Cell Lymphoma, Not Otherwise Specified	C165240
Recurrent Diffuse Large B-Cell Lymphoma, Not Otherwise Specified	C165240
Recurrent Diffuse Large Cell Lymphoma	C8161
Recurrent Diffuse Midline Glioma	C203267
Recurrent Diffuse Midline Glioma, H3 K27M-Mutant	C179222
Recurrent Diffuse Mixed Cell Lymphoma	C8160
Recurrent Diffuse Small Cleaved Cell Lymphoma	C70588
Recurrent Digestive Carcinoid Tumor	C7864
Recurrent Digestive System Carcinoma	C7622
Recurrent Digestive System Carcinoma	C7622
Recurrent Digestive System Neuroendocrine Carcinoma	C155938
Recurrent Digestive System Neuroendocrine Carcinoma	C155938
Recurrent Digestive System Neuroendocrine Carcinoma	C155938
Recurrent Digestive System Neuroendocrine Neoplasm	C188228
Recurrent Digestive System Neuroendocrine Neoplasm	C188228
Recurrent Digestive System Neuroendocrine Tumor G1	C7864
Recurrent Distal Bile Duct Adenocarcinoma	C181966
Recurrent Double-Hit Lymphoma	C151980
Recurrent Duodenal Cancer	C9352
Recurrent Duodenal Carcinoma	C9352
Recurrent EBV-Associated Lymphoma	C147863
Recurrent EBV-Positive Diffuse Large B-Cell Lymphoma, NOS	C153331
Recurrent EBV-Positive Diffuse Large B-Cell Lymphoma, NOS	C153331
Recurrent EBV-Positive Diffuse Large B-Cell Lymphoma, Not Otherwise Specified	C153331
Recurrent EBV-Positive Diffuse Large B-Cell Lymphoma, Not Otherwise Specified	C153331
Recurrent EBV-Related Lymphoma	C147863
Recurrent Ectomesenchymoma	C173815
Recurrent Ectomesenchymoma	C173815
Recurrent Endocervical Adenocarcinoma, Usual Type	C153573
Recurrent Endocervical Adenocarcinoma, Usual-Type	C153573
Recurrent Endometrial Adenocarcinoma	C158437
Recurrent Endometrial Adenocarcinoma	C158437
Recurrent Endometrial Adenocarcinoma, Not Otherwise Specified	C158437
Recurrent Endometrial Adenocarcinoma, Not Otherwise Specified	C158437
Recurrent Endometrial Adenosquamous Carcinoma	C175598
Recurrent Endometrial Adenosquamous Carcinoma	C175598
Recurrent Endometrial Carcinoma	C150094
Recurrent Endometrial Clear Cell Adenocarcinoma	C155816
Recurrent Endometrial Clear Cell Adenocarcinoma	C155816
Recurrent Endometrial Dedifferentiated Carcinoma	C165282
Recurrent Endometrial Endometrioid Adenocarcinoma	C150097
Recurrent Endometrial Endometrioid Adenocarcinoma	C150097
Recurrent Endometrial Endometrioid Adenocarcinoma	C150097
Recurrent Endometrial High Grade Endometrioid Adenocarcinoma	C199156
Recurrent Endometrial High Grade Endometrioid Adenocarcinoma	C199156
Recurrent Endometrial High Grade Endometrioid Adenocarcinoma	C199156
Recurrent Endometrial High-Grade Endometrioid Adenocarcinoma	C199156
Recurrent Endometrial High-Grade Endometrioid Adenocarcinoma	C199156
Recurrent Endometrial High-Grade Endometrioid Adenocarcinoma	C199156
Recurrent Endometrial Low Grade Endometrioid Adenocarcinoma	C199153
Recurrent Endometrial Low Grade Endometrioid Adenocarcinoma	C199153
Recurrent Endometrial Low Grade Endometrioid Adenocarcinoma	C199153
Recurrent Endometrial Low-Grade Endometrioid Adenocarcinoma	C199153
Recurrent Endometrial Low-Grade Endometrioid Adenocarcinoma	C199153
Recurrent Endometrial Low-Grade Endometrioid Adenocarcinoma	C199153
Recurrent Endometrial Mixed Cell Adenocarcinoma	C155819
Recurrent Endometrial Mixed Cell Adenocarcinoma	C155819
Recurrent Endometrial Mixed Epithelial Carcinoma	C155819
Recurrent Endometrial Mixed Epithelial Carcinoma	C155819
Recurrent Endometrial Mucinous Adenocarcinoma	C165291
Recurrent Endometrial Mucinous Adenocarcinoma	C165291
Recurrent Endometrial Serous Adenocarcinoma	C132294
Recurrent Endometrial Serous Adenocarcinoma	C132294
