code,pref_name
C40196,Low Grade Cervical Squamous Intraepithelial Neoplasia
C40366,Breast Oncocytic Carcinoma
C40137,Broad Ligament Mucinous Adenocarcinoma
C40040,Ovarian Mucinous Adenofibroma
C40085,Ovarian Clear Cell Adenofibroma
C40099,Fallopian Tube Serous Adenocarcinoma
C43536,Small Intestinal Mucinous Adenocarcinoma
C43543,Small Intestinal Signet Ring Cell Carcinoma
C4349,Colon Adenocarcinoma
C41619,Signet Ring Cell Intrahepatic Cholangiocarcinoma
C4202,Adenocarcinoma with Apocrine Metaplasia
C45915,Gonadotroph Pituitary Neuroendocrine Tumor
C45519,Lung Lymphoepithelial Carcinoma
C4529,Stage 0is Ureter Cancer AJCC v7
C45504,"Lung Squamous Cell Carcinoma, Small Cell Variant"
C45509,Lung Fetal Adenocarcinoma
C4472,Skin Mucoepidermoid Carcinoma
C36095,Cervical Mucinous Adenocarcinoma
C3732,Pulmonary Blastoma
C5537,Prostate Acinar Mucinous Adenocarcinoma
C6393,Invasive Breast Ductal Carcinoma and Invasive Lobular Carcinoma
C5248,Gastric Mucinous Adenocarcinoma
C5936,Minor Salivary Gland Adenoid Cystic Carcinoma
C6015,Nasal Cavity Adenocarcinoma
C7508,Recurrent Urethral Carcinoma
C7581,Microcystic Adnexal Carcinoma
C5726,Pancreatic Intraductal Papillary-Mucinous Neoplasm with an Associated Invasive Carcinoma
C5745,Gallbladder Signet Ring Cell Carcinoma
C7347,Cervical Squamous Cell Carcinoma In Situ
C6813,Prostate Ductal Adenocarcinoma
C68610,Oropharyngeal Undifferentiated Carcinoma
C6876,Lung Large Cell Carcinoma with Rhabdoid Phenotype
C6980,Penile Basaloid Squamous Cell Carcinoma
C7032,Esophageal Basaloid Squamous Cell Carcinoma
C62193,Salivary Gland Mucinous Adenocarcinoma
C62194,Salivary Gland Oncocytic Adenocarcinoma
C6239,Maxillary Sinus Adenoid Cystic Carcinoma
C6241,Oropharyngeal Adenoid Cystic Carcinoma
C6213,Hard Palate Adenoid Cystic Carcinoma
C6121,"Stage 0 Laryngeal Squamous Cell Carcinoma AJCC v6, v7, and v8"
C6188,Stage 0 Bladder Urothelial Carcinoma AJCC v6 and v7
C6166,Urethral Urothelial Carcinoma
C6172,Urethral Clear Cell Adenocarcinoma
C8204,Stage II Oral Cavity Adenoid Cystic Carcinoma
C8208,Stage III Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7
C8184,Tonsillar Undifferentiated Carcinoma
C7667,High Grade Penile Intraepithelial Neoplasia
C7804,Recurrent Cervical Carcinoma
C7956,Adult Hepatocellular Carcinoma
C88891,Stage IV Lung Cancer AJCC v7
C8954,Stage II Lung Cancer AJCC v6
C9120,Pancreatic Ductal Adenocarcinoma
C9038,Occult Lung Non-Small Cell Carcinoma
C9446,Grade 1 Colorectal Adenocarcinoma
C9447,Grade 2 Colorectal Adenocarcinoma
C97046,Human Papillomavirus-Related Adenosquamous Carcinoma
C96891,Gallbladder Cribriform Carcinoma
C96488,Colorectal Cribriform Comedo-Type Adenocarcinoma
C115033,Masaoka-Koga Stage II
C115429,Recurrent Fallopian Tube Carcinoma
C114656,Endometrial Adenosquamous Carcinoma
C112010,Masaoka-Koga Stage III
C123160,Lepidic Adenocarcinoma
C127194,Somatotroph-Lactotroph Pituitary Neuroendocrine Tumor
C128106,Ovarian Cancer by AJCC v6 and v7 Stage
C128166,"Vulvar Mucinous Adenocarcinoma, Intestinal-Type"
C134515,Hepatocellular Carcinoma by AJCC v8 Stage
C136710,Lung Enteric Adenocarcinoma
C136719,Lung Squamous Cell Carcinoma In Situ
C136330,Stage IVA Thymic Epithelial Neoplasm AJCC v8
C136349,Stage II Thymoma AJCC v8
C140008,Stage III Primary Peritoneal Cancer AJCC v8
C140012,Stage IV Primary Peritoneal Cancer AJCC v8
C150094,Recurrent Endometrial Carcinoma
C150027,Thoracic Esophagus Adenocarcinoma
C156906,Resectable Pancreatic Adenocarcinoma
C153804,Recurrent Parotid Gland Adenoid Cystic Carcinoma
C153809,Recurrent Submandibular Gland Adenoid Cystic Carcinoma
C153818,Recurrent Malignant Ovarian Brenner Tumor
C153389,Metastatic Cervical Adenocarcinoma
C153319,Metastatic Gastric Adenocarcinoma
C159252,Penile Lymphoepithelioma-Like Carcinoma
C157757,Metastatic Sarcomatoid Renal Cell Carcinoma
C162015,Refractory Pancreatic Adenocarcinoma
C162541,Human Papillomavirus-Related Penile Intraepithelial Neoplasia
C160974,Cribriform Adenocarcinoma of Minor Salivary Gland
C161007,"Sinonasal Adenocarcinoma, Salivary-Type"
C165628,Proximal Gastric Adenocarcinoma
C164252,Invasive Sarcomatoid Urothelial Carcinoma
C202583,Middle Ear Inverted Sinonasal-Type Papilloma
C201747,Tracheal Basaloid Squamous Cell Carcinoma
C203376,Salivary Gland Intestinal-Type Adenocarcinoma
C4995,Recurrent Bladder Adenocarcinoma
C5061,Urethral Urothelial Papilloma
C40296,Bartholin Gland Adenosquamous Carcinoma
C40361,Breast Adenosquamous Carcinoma
C40205,"Cervical Mucinous Adenocarcinoma, Signet Ring Cell-Type"
C40260,Vaginal Adenosquamous Carcinoma
C40152,Serous Endometrial Intraepithelial Carcinoma
C39896,"Prostate Ductal Adenocarcinoma, Papillary Pattern"
C39898,Primary Prostate Urothelial Carcinoma
C4136,Adenocarcinoma in Multiple Adenomatous Polyps
C54336,Laryngeal Spindle Cell Squamous Carcinoma
C167256,Refractory Prostate Adenocarcinoma
C173340,Nasopharyngeal Adenoid Cystic Carcinoma
C172710,Macrotrabecular Massive Hepatocellular Carcinoma
C172091,Advanced Transitional Cell Carcinoma
C167364,Endocrine Mucin-Producing Sweat Gland Carcinoma
C167396,Advanced Primary Peritoneal Carcinoma
C170974,Unresectable Primary Peritoneal Adenocarcinoma
C170759,Recurrent Primary Peritoneal Transitional Cell Carcinoma
C170767,Recurrent Primary Peritoneal Adenocarcinoma
C185302,Recurrent Vaginal Squamous Cell Carcinoma
C43554,Appendix Signet Ring Cell Carcinoma
C43558,Appendix Mucinous Adenocarcinoma
C43604,"Gallbladder Adenocarcinoma, Intestinal-Type"
C4172,Syringocystadenoma Papilliferum
C4182,Serous Surface Papillary Carcinoma
C46008,"Thyroid Gland Anaplastic Carcinoma, Squamous Cell Carcinoma Pattern"
C4760,Low Grade Vulvar Squamous Intraepithelial Lesion
C4519,Cervical Adenosquamous Carcinoma
C45541,Lung Spindle Cell Carcinoma
C45699,Minimally Invasive Thymoma
C5721,Pancreatic Adenosquamous Carcinoma
C27790,Penile Carcinoma In Situ
C27533,Primary Cutaneous Mucinous Carcinoma
C27885,Invasive Bladder Urothelial Carcinoma
C27937,Thymic Low Grade Papillary Adenocarcinoma
C3345,Pseudomyxoma Peritonei
C175493,Locally Advanced Transitional Cell Carcinoma
C183251,Unresectable Sarcomatoid Renal Cell Carcinoma
C191734,Invasive Conventional Urothelial Carcinoma
C191678,Invasive Lymphoepithelioma-Like Urothelial Carcinoma
C191688,Invasive Plasmacytoid Urothelial Carcinoma
C190199,Locally Recurrent Colorectal Carcinoma
C36096,Early Invasive Cervical Adenocarcinoma
C5846,Extrahepatic Bile Duct Mucinous Adenocarcinoma
C5778,Extrahepatic Bile Duct Adenosquamous Carcinoma
C6212,Hard Palate Pleomorphic Adenoma
C6844,Hard Palate Monomorphic Adenoma
C66717,Metastatic Signet Ring Cell Carcinoma
C65165,Inverted Squamous Papilloma
C6656,Ampulla of Vater Signet Ring Cell Carcinoma
C7267,Combined Lung Large Cell Neuroendocrine Carcinoma
C7373,Nasopharyngeal Non-Keratinizing Carcinoma
C7383,Bladder Papillary Urothelial Carcinoma
C7462,Corticotroph Pituitary Neuroendocrine Tumor
C8627,Recurrent Esophageal Adenocarcinoma
C8633,Recurrent Esophageal Squamous Cell Carcinoma
C6160,Ureter Urothelial Papilloma
C6017,Paranasal Sinus Adenocarcinoma
C6686,Occult Lung Squamous Cell Carcinoma
C7783,Recurrent Lung Non-Small Cell Carcinoma
C7825,Recurrent Renal Cell Carcinoma
C7674,Low Grade Cervical Glandular Intraepithelial Neoplasia
C7870,Recurrent Penile Carcinoma
C7902,Recurrent Prostate Carcinoma
C8177,Oral Cavity Mucoepidermoid Carcinoma
C8945,Metastatic Prostate Adenocarcinoma
C8933,Metastatic Pancreatic Adenocarcinoma
C8757,Recurrent Lung Adenocarcinoma
C95458,Pancreatic Mixed Acinar-Ductal Carcinoma
C94676,Cervical Intraepithelial Neoplasia Grade 2/3
C9133,Lung Adenosquamous Carcinoma
C9159,Gastric Diffuse Adenocarcinoma
C8753,Recurrent Lung Large Cell Carcinoma
C8758,Stage 0 Lung Adenocarcinoma AJCC v6 and v7
C90510,Hepatocellular Carcinoma by AJCC v6 Stage
C9054,Recurrent Vulvar Carcinoma
C9101,"Stage 0 Hypopharyngeal Carcinoma AJCC v6, v7, and v8"
C96789,Well Differentiated Hepatocellular Carcinoma
C96790,Moderately Differentiated Hepatocellular Carcinoma
C96915,"Gallbladder Adenocarcinoma, Biliary Type"
C96916,"Gallbladder Adenocarcinoma, Gastric Foveolar Type"
C100051,Renal Cell Carcinoma Associated with Neuroblastoma
C122690,Acute Myeloid Leukemia with t(7;12)(q36;p13); HLXB9-ETV6
C126806,Post-Essential Thrombocythemia Myelofibrosis
C128060,Vaginal Papillary Carcinoma
C126309,Refractory Adult Acute Lymphoblastic Leukemia
C126110,Infant Acute Undifferentiated Leukemia
C131875,Recurrent Childhood T Acute Lymphoblastic Leukemia
C141236,Childhood Non-Hodgkin Lymphoma by Ann Arbor Stage
C141178,Lugano Classification Childhood Hodgkin Lymphoma by AJCC v8 Stage
C156075,Metastatic Esophageal Squamous Cell Carcinoma
C155698,Locally Advanced Unresectable Carcinoma
C157750,Metastatic Bladder Squamous Cell Carcinoma
C162653,Advanced Squamous Cell Carcinoma
C136406,Stage IV Pleural Malignant Mesothelioma AJCC v8
C146990,Recurrent Central Nervous System Non-Hodgkin Lymphoma
C150131,Recurrent T Acute Lymphoblastic Leukemia
C150510,Refractory T Acute Lymphoblastic Leukemia
C151975,"Acute Leukemia of Ambiguous Lineage, Not Otherwise Specified"
C171606,Refractory Esophageal Squamous Cell Carcinoma
C165298,Refractory Endometrial Undifferentiated Carcinoma
C165745,Refractory Renal Cell Carcinoma
C173614,Unresectable Peritoneal Sarcomatoid Mesothelioma
C174508,Refractory Vulvar Carcinoma
C174201,Metastatic Vulvar Squamous Cell Carcinoma
C177150,Refractory Penile Carcinoma
C177151,Refractory Rectal Squamous Cell Carcinoma
C181031,Metastatic Vaginal Squamous Cell Carcinoma
C180864,Cervical Micropapillary Adenocarcinoma
C180897,"Refractory Acute Myeloid Leukemia, Myelodysplasia-Related"
C192107,"Testicular Teratoma, Prepubertal-Type"
C177774,Ovarian Dermoid Cyst with Somatic-Type Malignancy
C178547,Aggressive T-Cell Non-Hodgkin Lymphoma
C185304,Refractory Vulvar Squamous Cell Carcinoma
C185371,"Diffuse Hemispheric Glioma, H3 G34-Mutant"
C200494,Acute Leukemia of Ambiguous Lineage with Defining Genetic Abnormalities
C201748,Hypopharyngeal Papillary Squamous Cell Carcinoma
C202497,Non-Clear Cell Renal Cell Carcinoma
C202500,Locally Advanced Unresectable Digestive System Adenocarcinoma
C179461,Unresectable Castration-Resistant Prostate Carcinoma
C179203,Recurrent Primary Myelofibrosis
C179921,Broad Ligament Papillary Cystadenoma
C198587,Myelodysplastic Syndrome with Mutated SF3B1
C27875,"Bladder Non-Invasive Papillary Urothelial Carcinoma, Low Grade"
C3468,Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma
C36061,Chronic Myelomonocytic Leukemia-1
C36062,Chronic Myelomonocytic Leukemia-2
C37205,Chronic Lymphocytic Leukemia with Unmutated Immunoglobulin Heavy Chain Variable-Region Gene
C188934,Adult Multinodular and Vacuolated Neuronal Tumor
C188470,Resectable Oligodendroglioma
C182111,Metastatic Penile Squamous Cell Carcinoma
C39862,Human Papillomavirus-Related Urethral Squamous Cell Carcinoma
C39584,"T-Cell Large Granular Lymphocyte Leukemia, Common Variant"
C39586,T-Cell Large Granular Lymphocyte Leukemia Expressing the T-Cell Receptor Gamma-Delta
C39591,Chronic Lymphoproliferative Disorder of NK-Cells
C40289,Vulvar Squamous Cell Carcinoma with Tumor Giant Cells
C40243,Vaginal Keratinizing Squamous Cell Carcinoma
C40957,"Testicular Seminoma, Cribriform Variant"
C40959,"Testicular Seminoma, Tubular Variant"
C39987,"Ovarian Yolk Sac Tumor, Polyvesicular Vitelline Pattern"
C39988,"Ovarian Yolk Sac Tumor, Glandular Pattern"
C40190,Cervical Verrucous Carcinoma
C40359,"Breast Squamous Cell Carcinoma, Acantholytic Variant"
C39931,"Testicular Yolk Sac Tumor, Hepatoid Pattern"
C45733,Malignant Mediastinal Germ Cell Tumor with Associated Hematologic Malignancy
C4752,T-Cell Prolymphocytic Leukemia
C46094,Clear Cell Variant Thyroid Gland Papillary Carcinoma
C54335,Laryngeal Papillary Squamous Cell Carcinoma
C54337,Laryngeal Acantholytic Squamous Cell Carcinoma
C5472,Gastric Papillary Adenocarcinoma
C5946,Parotid Gland Undifferentiated Carcinoma
C6098,Iris Spindle Cell Melanoma
C6099,Choroid Spindle Cell Melanoma
C6119,Ciliary Body Epithelioid Cell Melanoma
C6169,Urethral Condyloma Acuminatum
C6295,Stage IIB Ovarian Germ Cell Tumor AJCC v6 and v7
C6297,Stage IIIA Ovarian Germ Cell Tumor AJCC v6 and v7
C6299,Stage IIIC Ovarian Germ Cell Tumor AJCC v6 and v7
C6344,"Human Papillomavirus-Independent Cervical Adenocarcinoma, Clear Cell-Type"
C6882,Micropapillary Serous Carcinoma
C69142,Childhood Classic Hodgkin Lymphoma
C6975,Papillary Renal Cell Carcinoma
C7014,Central Nervous System Immature Teratoma
C6753,Pineal Region Teratoma
C7298,Splenic Manifestation of T-Cell Prolymphocytic Leukemia
C7471,Anal Canal Adenocarcinoma
C7533,Visual Pathway Astrocytoma
C7642,Epipodophyllotoxin-Related Myelodysplastic Syndrome
C48622,Mucosal Lentiginous Melanoma
C5054,Primary Cerebral Diffuse Large B-Cell Lymphoma
C5708,Stage III Childhood Hepatocellular Carcinoma AJCC v7
C5637,Childhood Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma
C6568,Childhood Renal Cell Carcinoma
C6551,Childhood Ovarian Yolk Sac Tumor
C7838,Stage IV Childhood Hepatocellular Carcinoma AJCC v7
C7736,"Vaginal Squamous Cell Carcinoma, Not Otherwise Specified"
C7965,Adult Acute Megakaryoblastic Leukemia
C7975,Extrahepatic Bile Duct Adenocarcinoma
C8059,Recurrent Childhood Hodgkin Lymphoma
C8060,Childhood Nodular Lymphocyte Predominant B-Cell Lymphoma
C8740,Stage II Ovarian Polyembryoma AJCC v6 and v7
C8704,Advanced Peritoneal Malignant Mesothelioma
C8729,Stage IV Ovarian Embryonal Carcinoma AJCC v6 and v7
C8735,Stage I Ovarian Yolk Sac Tumor AJCC v6 and v7
C8736,Stage II Ovarian Yolk Sac Tumor AJCC v6 and v7
C95747,Gastric Hepatoid Adenocarcinoma
C95611,Esophageal Moderately Differentiated Squamous Cell Carcinoma
C95612,Esophageal Poorly Differentiated Squamous Cell Carcinoma
C95508,"Pancreatic Intraductal Papillary Mucinous Neoplasm, Gastric-Type"
C8908,Stage I Testicular Embryonal Carcinoma AJCC v6 and v7
C8921,Stage II Testicular Yolk Sac Tumor AJCC v6 and v7
C96948,Extrahepatic Bile Duct Intraductal Papillary Neoplasm with an Associated Invasive Carcinoma
C9160,Childhood Acute Myeloid Leukemia
C9129,"Chronic Myeloid Leukemia, Philadelphia Chromosome Negative, BCR-ABL1 Positive"
C9091,Adult Brain Stem Glioma
C7889,Duodenal Adenocarcinoma
C113665,Branch Duct Pancreatic Intraductal Papillary-Mucinous Neoplasm
C115369,Recurrent Childhood Non-Hodgkin Lymphoma
C114929,Adult Langerhans Cell Histiocytosis
C123394,Childhood Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue
C122687,Cytogenetically Normal Acute Myeloid Leukemia
C126112,Infant T Acute Lymphoblastic Leukemia
C133893,Small Intestinal Adenocarcinoma by AJCC v8 Stage
C133731,Refractory Primary Amyloidosis
C133443,Esophageal Squamous Cell Carcinoma by AJCC v8 Stage
C136403,Stage III Pleural Malignant Mesothelioma AJCC v8
C146989,Refractory Central Nervous System Non-Hodgkin Lymphoma
C140322,Renal Cell Cancer by AJCC v8 Stage
C140359,Stage 0a Renal Pelvis Cancer AJCC v8
C140360,Stage 0a Ureter Cancer AJCC v8
C141247,T-Cell Non-Hodgkin Lymphoma by Ann Arbor Stage
C150702,"Langerhans Cell Histiocytosis, Polyostotic"
C150037,Distal Esophagus Squamous Cell Carcinoma
C150048,Recurrent Chronic Myelomonocytic Leukemia
C156723,Recurrent Acute Erythroid Leukemia
C159556,Advanced Adenocarcinoma
C152047,Refractory Fallopian Tube Carcinoma
C157624,Transformed Chronic Lymphocytic Leukemia to Diffuse Large B-Cell Lymphoma
C200379,Myelodysplastic Syndrome with Monoallelic TP53 Mutation
C200402,Myelodysplastic Syndrome/Acute Myeloid Leukemia with Myelodysplasia-Related Cytogenetic Abnormalities
C201838,Unresectable Penile Squamous Cell Carcinoma
C27420,Esophageal Verrucous Carcinoma
C27779,Lymphohistiocytoid Mesothelioma
C27786,Stage II Testicular Non-Seminomatous Germ Cell Tumor AJCC v6 and v7
C27678,Human Papillomavirus-Related Verrucous Carcinoma
C27876,"Bladder Non-Invasive Papillary Urothelial Carcinoma, High Grade"
C41233,"Polycythemia Vera, Post-Polycythemic Myelofibrosis Phase"
C4292,Strumal Carcinoid
C39930,"Testicular Yolk Sac Tumor, Polyvesicular Vitelline Pattern"
C39936,Monodermal Testicular Teratoma
C40282,Vaginal Blue Nevus
C40284,Vulvar Keratinizing Squamous Cell Carcinoma
C40192,Cervical Papillary Squamous Cell Carcinoma
C39923,"Testicular Yolk Sac Tumor, Microcystic Pattern"
C39928,"Testicular Yolk Sac Tumor, Papillary Pattern"
C39929,"Testicular Yolk Sac Tumor, Myxomatous Pattern"
C39831,Bladder Non-Invasive Papillary Urothelial Neoplasm
C45502,"Lung Squamous Cell Carcinoma, Papillary Variant"
C175516,Unresectable Small Intestinal Adenocarcinoma
C176999,Recurrent Sezary Syndrome
C175936,Locally Advanced Pleural Malignant Mesothelioma
C175937,Advanced Epithelioid Mesothelioma
C169086,Metastatic Mucosal Melanoma
C170513,Refractory Cervical Carcinoma
C179206,Melanoma Metastatic in the Brain
C178683,Refractory Ovarian Undifferentiated Carcinoma
C185218,"Diffuse Low Grade Glioma, MAPK Pathway-Altered"
C192096,Intratubular Embryonal Carcinoma
C192099,"Testicular Yolk Sac Tumor, Postpubertal-Type"
C192221,Penile Condyloma Acuminatum
C180537,"Endometrial Mucinous Adenocarcinoma, Gastric-Type"
C180839,"Cervical Squamous Cell Carcinoma, Not Otherwise Specified"
C180895,Advanced Non-Cutaneous Melanoma
C180943,Human Papillomavirus-Related Vaginal Adenocarcinoma
C181903,Human Papillomavirus-Independent Vulvar Squamous Cell Carcinoma
C189249,ALK-Rearranged Renal Cell Carcinoma
C198417,Metastatic Childhood Testicular Germ Cell Tumor by Toronto Guidelines v2
C198446,Stage I Childhood Ovarian Germ Cell Tumor by Toronto Guidelines v2
C198447,Stage II Childhood Ovarian Germ Cell Tumor by Toronto Guidelines v2
C198448,Stage III Childhood Ovarian Germ Cell Tumor by Toronto Guidelines v2
C5775,Extrahepatic Bile Duct Clear Cell Adenocarcinoma
C5947,Submandibular Gland Undifferentiated Carcinoma
C4829,Disseminated Squamous Cell Carcinoma
C5254,Gastric T-Cell Non-Hodgkin Lymphoma
C5057,Secondary Cerebral Hodgkin Lymphoma
C6291,Stage IA Ovarian Germ Cell Tumor AJCC v6 and v7
C6293,Stage IC Ovarian Germ Cell Tumor AJCC v6 and v7
C6383,Vulvar Verrucous Carcinoma
C6767,Malignant Pineal Region Germ Cell Tumor
C6647,Stage II Pleural Malignant Mesothelioma AJCC v7
C6648,Stage III Pleural Malignant Mesothelioma AJCC v7
C65164,Non-Invasive Papillary Squamous Cell Carcinoma
C6646,Stage I Pleural Malignant Mesothelioma AJCC v7
C6540,Childhood Testicular Teratoma
C6546,Childhood Ovarian Embryonal Carcinoma
C6539,Childhood Testicular Mixed Embryonal Carcinoma and Teratoma
C6905,Cerebellar Liponeurocytoma
C7100,Colon Undifferentiated Carcinoma
C203282,Unresectable Astrocytic Tumor
C199387,Primary Cold Agglutinin Disease
C199677,Systemic Hydroa Vacciniforme Lymphoproliferative Disorder
C3366,Sezary Syndrome
C3288,Oligodendroglioma
C36265,Acute Adult T-Cell Leukemia/Lymphoma
C3697,Myxopapillary Ependymoma
C36094,Early Invasive Cervical Squamous Cell Carcinoma
C35783,Ciliary Body Mixed Cell Melanoma
C166405,Mucosal Nodular Melanoma
C174046,Metastatic Poorly Differentiated Thyroid Gland Carcinoma
C170954,Recurrent Mucosal Melanoma
C170971,Refractory Fallopian Tube Adenocarcinoma
C170754,Recurrent Ovarian Undifferentiated Carcinoma
C172234,Metastatic Ovarian Undifferentiated Carcinoma
C173615,Unresectable Peritoneal Biphasic Mesothelioma
C190771,Metastatic Pancreatic Squamous Cell Carcinoma
C191370,"Renal Cell Carcinoma, Not Otherwise Specified"
C191375,ELOC-Mutated Renal Cell Carcinoma
C8028,Endometrial Clear Cell Adenocarcinoma
C7972,Childhood Acute Megakaryoblastic Leukemia
C8111,Immature Ovarian Teratoma
C8113,Ovarian Monodermal and Highly Specialized Teratoma
C82595,Myelodysplastic Syndrome with Excess Blasts and Fibrosis
C8645,Recurrent Chronic Lymphocytic Leukemia
C8728,Stage III Ovarian Embryonal Carcinoma AJCC v6 and v7
C8689,Refractory Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma
C9128,"Chronic Myeloid Leukemia, Philadelphia Chromosome Positive, BCR-ABL1 Positive"
C9042,Childhood Brain Stem Glioma
C9046,Recurrent Childhood Hepatocellular Carcinoma
C9153,Adult Acute Erythroid Leukemia
C9154,Adult Acute Myeloid Leukemia
C8942,Metastatic Endometrial Adenocarcinoma
C8917,Stage I Testicular Seminoma AJCC v6 and v7
C8920,Stage I Testicular Yolk Sac Tumor AJCC v6 and v7
C8922,Stage III Testicular Yolk Sac Tumor AJCC v6 and v7
C95610,Esophageal Well Differentiated Squamous Cell Carcinoma
C95763,Gastric Intramucosal Adenocarcinoma
C114808,Childhood Unfavorable Prognosis Hodgkin Lymphoma
C141206,Chronic Lymphocytic Leukemia- Modified Rai Staging System
C141217,St. Jude Childhood Non-Hodgkin Lymphoma by AJCC v8 Stage
C141227,Childhood Hodgkin Lymphoma by Ann Arbor Stage
C129785,Acute Myeloid Leukemia with BCR-ABL1
C132505,WHO Grade 2 Glioma
C136400,Stage I Pleural Malignant Mesothelioma AJCC v8
C200400,Myelodysplastic Syndrome/Acute Myeloid Leukemia with Myelodysplasia-Related Gene Mutations
C198597,"Myelodysplastic Syndrome/Acute Myeloid Leukemia, Not Otherwise Specified"
C199643,Refractory Extramammary Paget Disease
C199676,Classic Hydroa Vacciniforme Lymphoproliferative Disorder
C203904,"Chronic Phase Chronic Myeloid Leukemia, Philadelphia Chromosome Positive, BCR-ABL1 Positive"
C201960,Transformed Chronic Lymphocytic Leukemia to Hodgkin Lymphoma
C154545,Unresectable Renal Cell Carcinoma
C154321,Locally Advanced Squamous Cell Carcinoma
C153388,Metastatic Cervical Squamous Cell Carcinoma
C164248,Warty Carcinoma
C167255,Refractory Prostate Carcinoma
C170970,Unresectable Fallopian Tube Adenocarcinoma
C169103,Metastatic Anal Squamous Cell Carcinoma
C179207,Refractory Ovarian Squamous Cell Carcinoma
C178477,"Secondary Central Atypical Cartilaginous Tumor/Chondrosarcoma, Grade 1"
C180841,Human Papillomavirus-Independent Cervical Squamous Cell Carcinoma
C181034,Refractory Cervical Squamous Cell Carcinoma
C180917,Human Papillomavirus-Related Vaginal Squamous Cell Carcinoma
C180947,Vaginal Adenocarcinoma of Skene Gland Origin
C181902,"Vulvar Squamous Cell Carcinoma, Not Otherwise Specified"
C185467,"Diffuse Pediatric-Type High Grade Glioma, H3-Wildtype and IDH-Wildtype"
C188317,Accelerated Phase Primary Myelofibrosis
C188318,Blast Phase Primary Myelofibrosis
C186511,Recurrent T Lymphoblastic Lymphoma
C188932,Adult Dysembryoplastic Neuroepithelial Tumor
C188458,Childhood Large B-Cell Lymphoma with IRF4 Rearrangement
C189248,Childhood SMARCB1-Deficient Kidney Medullary Carcinoma
C150703,"Langerhans Cell Histiocytosis, Disseminated"
C150133,Recurrent T-Cell Prolymphocytic Leukemia
C150578,Unresectable Gastroesophageal Junction Adenocarcinoma
C155829,Unresectable Low Grade Glioma
C155817,Recurrent Endometrial Undifferentiated Carcinoma
C156464,Succinate Dehydrogenase-Deficient Renal Cell Carcinoma
C172623,Refractory Kidney Carcinoma
C171340,Refractory Primary Myelofibrosis
C157691,Refractory T-Cell Prolymphocytic Leukemia
C159246,Penile Pseudoglandular Carcinoma
C159251,Penile Clear Cell Squamous Cell Carcinoma
C174025,Unresectable Cervical Squamous Cell Carcinoma
C173611,Unresectable Paratesticular Biphasic Mesothelioma
C173613,Unresectable Peritoneal Epithelioid Mesothelioma
C174506,Iris Mixed Cell Melanoma
C175335,Lacrimal Drainage System Non-Keratinizing Squamous Cell Carcinoma
C173334,Refractory Anal Canal Squamous Cell Carcinoma
C27254,Papillary Eccrine Carcinoma
C27324,Unresectable Cholangiocarcinoma
C27785,Stage I Testicular Non-Seminomatous Germ Cell Tumor AJCC v6 and v7
C27787,Stage III Testicular Non-Seminomatous Germ Cell Tumor AJCC v6 and v7
C27679,Human Papillomavirus-Related Vulvar Squamous Cell Carcinoma
C27680,Human Papillomavirus-Related Esophageal Squamous Cell Carcinoma
C27682,Penile Human Papillomavirus-Related Squamous Cell Carcinoma
C39838,Bladder Hepatoid Adenocarcinoma
C39874,Urethral Verrucous Carcinoma
C3017,Ependymoma
C3082,Heavy Chain Disease
C4032,Bladder Adenocarcinoma
C39925,"Testicular Yolk Sac Tumor, Solid Pattern"
C39959,Penile Mixed Squamous Cell Carcinoma
C39996,Ovarian Fetiform Teratoma
C40187,Cervical Keratinizing Squamous Cell Carcinoma
C40208,Cervical Villoglandular Adenocarcinoma
C40244,Vaginal Non-Keratinizing Squamous Cell Carcinoma
C40254,Cervical Mesonephric Adenocarcinoma
C40105,Stage 0 Fallopian Tube Cancer AJCC v7
C40113,Fallopian Tube Serous Adenofibroma
C40145,Type I Endometrial Adenocarcinoma
C5409,Central Nervous System T-Cell Non-Hodgkin Lymphoma
C80299,Pediatric Nodal Marginal Zone Lymphoma
C80310,Monoclonal B-Cell Lymphocytosis
C68659,Childhood B Acute Lymphoblastic Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1
C7175,Acute Myeloid Leukemia with Recurrent Genetic Abnormalities
C7152,Erythroleukemia
C7609,Cerebral Non-Hodgkin Lymphoma
C7643,Alkylating Agent-Related Myelodysplastic Syndrome
C7735,Vaginal Clear Cell Adenocarcinoma
C7885,"Refractory Chronic Myeloid Leukemia, BCR-ABL1 Positive"
C7987,Uveal Spindle Cell Type A Melanoma
C7227,Refractory T Lymphoblastic Lymphoma
C7285,Ovarian Solid Teratoma
C7535,Childhood Visual Pathway Glioma
C7467,Pure Erythroid Leukemia
C7468,Struma Ovarii
C7474,Anal Extramucosal (Perianal) Adenocarcinoma
C40290,Vulvar Squamous Papillomatosis
C39919,Testicular Seminoma with Syncytiotrophoblastic Cells
C39924,"Testicular Yolk Sac Tumor, Macrocystic Pattern"
C39926,"Testicular Yolk Sac Tumor, Glandular-Alveolar Pattern"
C39932,"Testicular Yolk Sac Tumor, Enteric Pattern"
